OBJECTID,Card,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
196,1643,2,1800,-0.097732,-0.049842399,0.047889601,-0.073787199,0.023944801,-0.147574399,-0.073787199,-0.054631359
197,1644,2,1800,-0.072000995,-0.025287038,0.046713958,-0.048644016,0.023356979,-0.097288033,-0.048644016,-0.029958433
198,1645,4,3600,0.073530026,0.268560112,0.195030086,0.1809317,0.070834383,0.723726802,0.190818332,0.250690198
199,1657,4,3600,-0.044881817,0.139824197,0.184706014,0.057008082,0.066088436,0.228032328,0.066544974,0.11932172
200,1658,4,3600,-0.035544425,0.017601795,0.053146221,-0.006080291,0.01966881,-0.024321166,-0.003189268,0.013504339
201,1662,4,3600,0.21449022,0.340267152,0.125776932,0.281679515,0.052989414,1.126718059,0.285980344,0.33607004
202,1099,3,2700,-0.112801716,-0.033263214,0.079538502,-0.059809592,0.037471113,-0.179428775,-0.033363845,-0.03328334
203,1207,3,2700,0.25859639,0.387735426,0.129139036,0.343792299,0.060252616,1.031376898,0.385045081,0.387197357
204,1209,3,2700,0.203020155,0.20917055,0.006150395,0.206592699,0.00260754,0.619778097,0.207587391,0.208853918
205,1247,3,2700,0.158977553,0.291035026,0.132057473,0.217610429,0.054917455,0.652831286,0.202818707,0.273391762
206,1362,4,3600,0.538642943,0.722837508,0.184194565,0.644567192,0.069712026,2.578268766,0.658394158,0.712277919
207,158,3,2700,0.277187824,0.434923202,0.157735378,0.344252199,0.066523515,1.032756597,0.320645571,0.412067676
208,159,4,3600,0.052257821,0.093370736,0.041112915,0.067352677,0.015533588,0.269410707,0.061891075,0.084106481
209,358,3,2700,0.115928337,0.140314355,0.024386019,0.127404556,0.010007026,0.382213667,0.125970975,0.137445679
210,407,3,2700,0.097947843,0.162181422,0.064233579,0.129707056,0.026228124,0.389121167,0.128991902,0.155543518
211,408,2,1800,0.032466728,0.129296079,0.096829351,0.080881404,0.048414676,0.161762808,0.080881404,0.119613144
212,454,3,2700,0.424177498,0.478209406,0.054031909,0.443524698,0.02458036,1.330574095,0.428187191,0.468204963
213,801,2,1800,0.394210011,0.398948997,0.004738986,0.396579504,0.002369493,0.793159008,0.396579504,0.398475099
214,844,3,2700,0.559404969,0.70263046,0.143225491,0.637711306,0.059232862,1.913133919,0.65109849,0.692324066
215,845,4,3600,0.588698745,0.652815878,0.064117134,0.62661168,0.024460904,2.506446719,0.632466048,0.649716514
216,846,4,3600,0.338073015,0.406867236,0.068794221,0.372032315,0.033951592,1.488129258,0.371594504,0.406333745
217,847,3,2700,0.210911393,0.268717736,0.057806343,0.233364388,0.025300957,0.700093165,0.220464036,0.259066996
218,851,3,2700,0.282596439,0.347398669,0.064802229,0.306297133,0.029176751,0.9188914,0.288896292,0.335698193
219,852,4,3600,0.293870658,0.338670075,0.044799417,0.314783171,0.016982177,1.259132683,0.313295975,0.333578885
220,892,3,2700,0.487828225,0.522668242,0.034840018,0.499441564,0.016423742,1.498324692,0.487828225,0.515700239
221,893,2,1800,0.571501195,0.614654183,0.043152988,0.593077689,0.021576494,1.186155379,0.593077689,0.610338885
222,894,3,2700,0.450064749,0.470083445,0.020018697,0.459647268,0.00819486,1.378941804,0.45879361,0.467825478
223,895,3,2700,0.294905305,0.375843048,0.080937743,0.337904702,0.033235927,1.013714105,0.342965752,0.369267589
224,899,2,1800,0.414676458,0.449775934,0.035099477,0.432226196,0.017549738,0.864452392,0.432226196,0.446265987
225,933,2,1800,0.34111324,0.366262019,0.025148779,0.353687629,0.01257439,0.707375258,0.353687629,0.363747141
226,974,2,1800,0.208226547,0.322474658,0.114248112,0.265350603,0.057124056,0.530701205,0.265350603,0.311049847
227,1012,3,2700,0.507679224,0.586854398,0.079175174,0.538658281,0.034539807,1.615974844,0.521441221,0.573771763
228,1068,2,1800,0.639370859,0.676207423,0.036836565,0.657789141,0.018418282,1.315578282,0.657789141,0.672523767
229,1069,3,2700,0.581336439,0.638840318,0.057503879,0.608878275,0.023538155,1.826634824,0.606458068,0.632363868
230,1160,4,3600,0.344576031,0.435412407,0.090836376,0.407596909,0.037283606,1.630387634,0.425199598,0.435312548
231,1200,3,2700,0.44309628,0.492574275,0.049477994,0.469729364,0.020376141,1.409188092,0.473517537,0.488762927
232,1235,4,3600,0.145718172,0.227309927,0.081591755,0.182570431,0.033576096,0.730281726,0.178626813,0.219799854
233,1272,3,2700,0.430554926,0.462755919,0.032200992,0.447268258,0.013174538,1.341804773,0.448493928,0.45990352
234,1273,2,1800,0.435987234,0.449311078,0.013323843,0.442649156,0.006661922,0.885298312,0.442649156,0.447978693
235,1276,3,2700,0.132712767,0.17503792,0.042325154,0.155913229,0.017517869,0.467739686,0.159988999,0.172028136
236,1319,2,1800,0.029511813,0.057162039,0.027650226,0.043336926,0.013825113,0.086673852,0.043336926,0.054397016
237,1320,2,1800,0.255419582,0.280105233,0.024685651,0.267762408,0.012342826,0.535524815,0.267762408,0.277636668
238,1321,3,2700,0.30628249,0.333007395,0.026724905,0.315953453,0.012095079,0.94786036,0.308570474,0.328120011
239,1322,3,2700,0.339130938,0.369748086,0.030617148,0.350272278,0.013819068,1.050816834,0.34193781,0.364186031
240,1356,2,1800,0.497089863,0.509249747,0.012159884,0.503169805,0.006079942,1.00633961,0.503169805,0.508033758
241,1421,3,2700,0.153712422,0.345733732,0.19202131,0.277821372,0.087888522,0.833464116,0.334017962,0.343390578
242,141,3,2700,0.108453885,0.123080797,0.014626913,0.117126539,0.006273165,0.351379618,0.119844936,0.122433625
243,161,4,3600,0.137077421,0.290941805,0.153864384,0.185093217,0.062281985,0.740372866,0.15617682,0.254391637
244,162,3,2700,0.088574745,0.116786271,0.028211527,0.098718586,0.012807889,0.296155758,0.090794742,0.111587965
245,163,4,3600,0.524616599,0.615210295,0.090593696,0.573032409,0.032703433,2.292129636,0.576151371,0.60596227
246,165,3,2700,0.311758876,0.376245588,0.064486712,0.334078322,0.029833829,1.002234966,0.314230502,0.363842571
247,193,4,3600,0.376292855,0.472311527,0.096018672,0.427893847,0.034949396,1.711575389,0.431485504,0.463241798
248,194,2,1800,0.35565573,0.468619078,0.112963349,0.412137404,0.056481674,0.824274808,0.412137404,0.457322744
249,197,2,1800,0.324820101,0.342104554,0.017284453,0.333462328,0.008642226,0.666924655,0.333462328,0.340376109
250,227,3,2700,0.120781451,0.135721087,0.014939636,0.129974355,0.006567864,0.389923066,0.133420527,0.135260975
251,229,2,1800,0.162234575,0.197198078,0.034963503,0.179716326,0.017481752,0.359432653,0.179716326,0.193701728
252,231,3,2700,0.316004008,0.423955351,0.107951343,0.371107916,0.044099825,1.113323748,0.373364389,0.413837159
253,232,3,2700,0.460196137,0.649591982,0.189395845,0.571579198,0.080840906,1.714737594,0.604949474,0.640663481
254,234,2,1800,0.58668381,0.617461681,0.030777872,0.602072746,0.015388936,1.204145491,0.602072746,0.614383894
255,235,4,3600,0.839222312,0.8580755,0.018853188,0.849444836,0.006730799,3.397779346,0.850240767,0.855932844
256,270,2,1800,0.080013096,0.210801974,0.130788878,0.145407535,0.065394439,0.29081507,0.145407535,0.197723086
257,276,3,2700,0.365711361,0.437921166,0.072209805,0.404707283,0.029761698,1.214121848,0.410489321,0.432434797
258,279,4,3600,0.532093108,0.576399148,0.04430604,0.55651702,0.019036821,2.226068079,0.558787912,0.575603068
259,281,4,3600,0.613859594,0.741051376,0.127191782,0.672985047,0.04708493,2.691940188,0.668514609,0.724899417
260,282,2,1800,0.356085956,0.365331233,0.009245276,0.360708594,0.004622638,0.721417189,0.360708594,0.364406705
261,284,3,2700,0.149656072,0.238426775,0.088770702,0.208258907,0.0414445,0.624776721,0.236693874,0.238080195
262,315,3,2700,0.35426414,0.583669901,0.229405761,0.504475236,0.106267746,1.513425708,0.575491667,0.582034254
263,318,3,2700,0.231531247,0.303721786,0.072190538,0.26905717,0.029541031,0.807171509,0.271918476,0.297361124
264,319,2,1800,0.473841637,0.563693345,0.089851707,0.518767491,0.044925854,1.037534982,0.518767491,0.554708174
265,320,3,2700,0.719283581,0.729349732,0.010066152,0.724991858,0.004218969,2.174975574,0.726342261,0.728748238
266,324,2,1800,0.425930768,0.434017837,0.008087069,0.429974303,0.004043534,0.859948605,0.429974303,0.43320913
267,327,3,2700,0.240778998,0.254827797,0.0140488,0.247495423,0.005751912,0.742486268,0.246879473,0.253238133
268,329,3,2700,0.075988881,0.254730254,0.178741373,0.143091582,0.079476241,0.429274745,0.09855561,0.223495325
269,330,3,2700,0.228598773,0.293592125,0.064993352,0.253690238,0.028525374,0.761070713,0.238879815,0.282649663
270,331,4,3600,0.281806767,0.491221696,0.209414929,0.389299341,0.074757402,1.557197362,0.39208445,0.465703723
271,360,3,2700,0.320995539,0.432733595,0.111738056,0.370576541,0.046475557,1.111729622,0.358000487,0.417786974
272,366,3,2700,0.175706357,0.211033463,0.035327107,0.197553625,0.015588704,0.592660874,0.205921054,0.210010982
273,367,3,2700,0.481915742,0.621310055,0.139394313,0.543819457,0.057964971,1.631458372,0.528232574,0.602694559
274,369,3,2700,0.436665386,0.536012173,0.099346787,0.486902763,0.040565998,1.46070829,0.488030732,0.526415884
275,370,2,1800,0.179837421,0.21834296,0.038505539,0.19909019,0.01925277,0.39818038,0.19909019,0.214492406
276,371,4,3600,0.179365039,0.310026318,0.130661279,0.251446277,0.054064502,1.005785108,0.258196875,0.306044838
277,375,2,1800,0.081856728,0.19515802,0.113301292,0.138507374,0.056650646,0.277014747,0.138507374,0.18382789
278,413,3,2700,0.352333248,0.411605597,0.059272349,0.374842763,0.026212855,1.124528289,0.360589445,0.401402366
279,417,4,3600,0.287593961,0.458192497,0.170598537,0.37831039,0.060608689,1.513241559,0.383727551,0.436899576
280,419,2,1800,0.845629454,0.905636072,0.060006618,0.875632763,0.030003309,1.751265526,0.875632763,0.89963541
281,420,4,3600,0.183163926,0.226702109,0.043538183,0.19763216,0.01713534,0.79052864,0.190331303,0.216569792
282,421,4,3600,0.456243277,0.668554127,0.212310851,0.598140657,0.085824952,2.392562628,0.633882612,0.667192066
283,423,4,3600,0.38309586,0.745737553,0.362641692,0.581066445,0.135862713,2.324265778,0.597716182,0.719043028
284,424,3,2700,0.434951782,0.463143945,0.028192163,0.449470063,0.011524879,1.348410189,0.450314462,0.460578048
285,425,2,1800,0.401311696,0.444851518,0.043539822,0.423081607,0.021769911,0.846163213,0.423081607,0.440497535
286,460,2,1800,0.916336417,0.929741919,0.013405502,0.923039168,0.006702751,1.846078336,0.923039168,0.928401369
287,464,3,2700,0.587154984,0.614014864,0.026859879,0.603303591,0.011620004,1.809910774,0.608740926,0.612960076
288,466,4,3600,0.382599384,0.540495098,0.157895714,0.440277815,0.060640817,1.761111259,0.419008389,0.508469138
289,467,3,2700,0.29632017,0.494579881,0.198259711,0.421079735,0.088684363,1.263239205,0.472339153,0.490131736
290,499,3,2700,0.179278389,0.376890063,0.197611675,0.279772962,0.08070997,0.839318886,0.283150434,0.358142138
291,502,3,2700,0.741368532,0.839744508,0.098375976,0.775588075,0.045399128,2.326764226,0.745651186,0.820925844
292,503,3,2700,0.656906366,0.784258008,0.127351642,0.725950301,0.052542428,2.177850902,0.736686528,0.774743712
293,505,4,3600,0.325607121,0.380975693,0.055368572,0.362747706,0.02174527,1.450990826,0.372204006,0.378545567
294,506,2,1800,0.368524253,0.448529691,0.080005437,0.408526972,0.040002719,0.817053944,0.408526972,0.440529147
295,535,3,2700,0.452234328,0.49293083,0.040696502,0.470161895,0.016963302,1.410485685,0.465320528,0.487408769
296,536,4,3600,0.242732972,0.354772478,0.112039506,0.291561194,0.040312286,1.166244775,0.284369662,0.334526888
297,538,3,2700,0.324477553,0.544591248,0.220113695,0.434538633,0.08986104,1.303615898,0.434547096,0.522582418
298,540,4,3600,0.406808436,0.513429344,0.106620908,0.45494806,0.046946599,1.819792241,0.449777231,0.506000921
299,541,4,3600,0.505022168,0.597114325,0.092092156,0.552294001,0.037912646,2.209176004,0.553519756,0.592259955
300,545,3,2700,0.442121476,0.782738566,0.34061709,0.598856638,0.140375,1.796569914,0.571709871,0.740532827
301,574,3,2700,0.116443798,0.213879615,0.097435817,0.175390795,0.042326803,0.526172385,0.195848972,0.210273486
302,577,4,3600,0.17928341,0.258392483,0.079109073,0.210999399,0.029647787,0.843997598,0.203160852,0.244342558
303,581,4,3600,0.394903541,0.547653079,0.152749538,0.501834974,0.062681758,2.007339895,0.532391638,0.546839386
304,585,2,1800,0.357480854,0.453072071,0.095591217,0.405276462,0.047795609,0.810552925,0.405276462,0.443512949
305,618,4,3600,0.203382656,0.343182325,0.139799669,0.274399731,0.050374602,1.097598925,0.275516972,0.32698206
306,620,3,2700,0.367930889,0.524227142,0.156296253,0.424373398,0.070807397,1.273120195,0.380962163,0.495574147
307,653,3,2700,0.234728917,0.281768501,0.047039583,0.257207846,0.019260163,0.771623537,0.255126119,0.276440024
308,657,4,3600,0.331698716,0.506849051,0.175150335,0.418671206,0.063080471,1.674684823,0.418068528,0.485307434
309,659,2,1800,0.591073155,0.645301163,0.054228008,0.618187159,0.027114004,1.236374319,0.618187159,0.639878362
310,661,4,3600,0.227413163,0.414693803,0.18728064,0.314487968,0.070458096,1.257951871,0.307922453,0.39249382
311,662,4,3600,0.251678526,0.309813589,0.058135062,0.272810131,0.023545851,1.091240525,0.264874205,0.299855146
312,666,4,3600,0.141762361,0.236913592,0.095151231,0.19913495,0.035040082,0.796539798,0.208931923,0.228657931
313,669,3,2700,0.192033857,0.285634011,0.093600154,0.229834229,0.040275975,0.689502686,0.211834818,0.270874172
314,707,3,2700,0.473464251,0.51635772,0.042893469,0.493926297,0.017566469,1.48177889,0.491956919,0.51147756
315,708,3,2700,0.910318613,0.941827118,0.031508505,0.921246489,0.01456201,2.763739467,0.911593735,0.935780442
316,711,4,3600,0.396991938,0.613520622,0.216528684,0.51401303,0.077591157,2.056052119,0.522769779,0.590163463
317,717,4,3600,0.155566096,0.524271309,0.368705213,0.319257788,0.133237409,1.277031153,0.298596874,0.464304
318,718,3,2700,0.420730233,0.597420931,0.176690698,0.510639747,0.072167585,1.531919241,0.513768077,0.58069036
319,719,4,3600,0.515601695,0.686181843,0.170580149,0.587300211,0.069630265,2.349200845,0.573708653,0.666032535
320,758,3,2700,-0.001456873,0.172058284,0.173515158,0.089540039,0.071090521,0.268620117,0.098018706,0.157250369
321,761,3,2700,0.245755002,0.339149117,0.093394116,0.284352019,0.039811616,0.853056058,0.268151939,0.324949682
322,766,4,3600,0.320030153,0.391849607,0.071819454,0.345246084,0.027960375,1.380984336,0.334552288,0.376680508
323,806,4,3600,0.187911555,0.247001618,0.059090063,0.222161923,0.024501815,0.88864769,0.226867259,0.246012446
324,808,4,3600,0.450531483,0.486922473,0.03639099,0.467059605,0.013559699,1.868238419,0.465392232,0.482136276
325,810,4,3600,0.301634461,0.345632046,0.043997586,0.316302642,0.017277245,1.265210569,0.308972031,0.335342941
326,812,2,1800,0.253275573,0.342382401,0.089106828,0.297828987,0.044553414,0.595657974,0.297828987,0.333471718
327,815,4,3600,0.094557546,0.146717653,0.052160107,0.125776751,0.019772808,0.503107004,0.130915903,0.144075775
328,857,4,3600,0.396103412,0.624759734,0.228656322,0.482222214,0.091538849,1.928888857,0.454012856,0.587271142
329,859,4,3600,0.348544955,0.441944629,0.093399674,0.392074391,0.033369287,1.568297565,0.38890399,0.427563348
330,860,4,3600,0.485586315,0.548110008,0.062523693,0.530229084,0.02591121,2.120916337,0.543610007,0.547575015
331,865,4,3600,0.773816228,0.966421604,0.192605376,0.84887749,0.079390685,3.395509958,0.827636063,0.939571887
332,900,3,2700,0.213619813,0.449614435,0.235994622,0.339405989,0.096972039,1.018217966,0.354983717,0.430688292
333,903,3,2700,0.372477174,0.560975909,0.188498735,0.47449257,0.077734063,1.423477709,0.490024626,0.546785653
334,907,3,2700,0.738536835,0.787439525,0.04890269,0.764756958,0.020120537,2.294270873,0.768294513,0.783610523
335,939,4,3600,0.568344235,0.640573919,0.072229683,0.604821563,0.025662512,2.419286251,0.605184048,0.631021196
336,949,4,3600,0.264413208,0.465926826,0.201513618,0.384845048,0.07816031,1.539380193,0.404520079,0.458287787
337,981,3,2700,0.272142112,0.380843282,0.108701169,0.337217659,0.04689748,1.011652976,0.358667582,0.376408142
338,988,4,3600,0.487129241,0.722583175,0.235453933,0.581643365,0.098252361,2.326573461,0.558430523,0.693168586
339,1022,3,2700,0.793759465,0.85212189,0.058362424,0.819709877,0.024260494,2.459129632,0.813248277,0.844347167
340,1024,3,2700,0.695781887,0.723259985,0.027478099,0.712111413,0.011800938,2.13633424,0.717292368,0.722066462
341,1045,3,2700,0.168216988,0.244796962,0.076579973,0.211567745,0.032072389,0.634703234,0.221689284,0.240175426
342,1049,2,1800,0.372483402,0.546155572,0.173672169,0.459319487,0.086836085,0.918638974,0.459319487,0.528788355
343,1050,4,3600,0.506254315,0.55207783,0.045823514,0.523358405,0.017722681,2.093433619,0.517550737,0.543514198
344,1052,4,3600,0.190183505,0.418109596,0.22792609,0.312142756,0.090099358,1.248571023,0.320138961,0.405476391
345,1053,4,3600,0.188372031,0.304048628,0.115676597,0.247071952,0.041158619,0.988287807,0.247933574,0.289142305
346,1075,4,3600,0.185556576,0.257134527,0.071577951,0.226115439,0.025787326,0.904461756,0.230885327,0.249830393
347,1080,2,1800,0.634272218,0.752017617,0.117745399,0.693144917,0.0588727,1.386289835,0.693144917,0.740243077
348,1109,3,2700,0.416101813,0.563224733,0.14712292,0.483920475,0.060609282,1.451761425,0.472434878,0.545066762
349,1110,2,1800,0.242391393,0.285156995,0.042765602,0.263774194,0.021382801,0.527548388,0.263774194,0.280880435
350,1111,7,6300,0.281736374,0.749401271,0.467664897,0.559000143,0.192806245,3.913001001,0.686734617,0.740147185
351,1113,4,3600,0.486878514,0.622255862,0.135377347,0.558576047,0.060847718,2.23430419,0.562584907,0.620203525
352,1114,3,2700,0.382288098,0.556817651,0.174529552,0.48767519,0.075720522,1.46302557,0.523919821,0.550238085
353,1115,2,1800,0.458115548,0.532889724,0.074774176,0.495502636,0.037387088,0.991005272,0.495502636,0.525412306
354,1139,2,1800,0.055556178,0.131596595,0.076040417,0.093576387,0.038020208,0.187152773,0.093576387,0.123992553
355,1142,3,2700,0.222801715,0.278378546,0.055576831,0.256576558,0.024217184,0.769729674,0.268549412,0.276412719
356,1144,4,3600,0.343842238,0.440329641,0.096487403,0.409727037,0.038688345,1.638908148,0.427368134,0.438424477
357,1145,4,3600,0.683591664,0.751018941,0.067427278,0.725941226,0.027682791,2.903764904,0.734577149,0.750800377
358,1148,4,3600,0.586583674,0.631106138,0.044522464,0.606155634,0.017321383,2.424622536,0.603466362,0.625660789
359,1180,4,3600,0.232715711,0.367991477,0.135275766,0.319381457,0.051542444,1.277525827,0.33840932,0.360249093
360,1182,3,2700,0.478614807,0.479727179,0.001112372,0.479025026,0.00049884,1.437075078,0.478733093,0.479528362
361,1185,4,3600,0.298840761,0.32148847,0.022647709,0.31021636,0.010315384,1.240865439,0.310268104,0.32088137
362,1186,4,3600,0.601296008,0.696381509,0.095085502,0.659044713,0.036280412,2.636178851,0.669250667,0.692082965
363,1214,3,2700,0.199676096,0.326900184,0.127224088,0.2569502,0.05270674,0.770850599,0.244274318,0.310375011
364,1219,3,2700,0.105670765,0.171578377,0.065907612,0.144616743,0.028209593,0.433850229,0.156601086,0.168582919
365,1220,3,2700,0.161778048,0.202706277,0.04092823,0.178535625,0.01751181,0.535606876,0.171122551,0.196389532
366,1221,2,1800,0.699566543,0.716193199,0.016626656,0.707879871,0.008313328,1.415759742,0.707879871,0.714530534
367,1222,3,2700,0.235088676,0.355448753,0.120360076,0.307386816,0.052039614,0.922160447,0.331623018,0.350683606
368,1225,2,1800,0.179172054,0.232292846,0.053120792,0.20573245,0.026560396,0.4114649,0.20573245,0.226980767
369,1253,2,1800,0.327682674,0.341888338,0.014205664,0.334785506,0.007102832,0.669571012,0.334785506,0.340467772
370,1257,3,2700,0.229643524,0.30775404,0.078110516,0.277446181,0.034203939,0.832338542,0.294940978,0.305191427
371,1258,4,3600,0.273720711,0.391149879,0.117429167,0.342029087,0.042795191,1.368116349,0.35162288,0.38097212
372,1259,4,3600,0.244938582,0.340899527,0.095960945,0.287131488,0.034520692,1.148525953,0.281343922,0.324164876
373,1261,4,3600,0.058205929,0.215571865,0.157365937,0.145137,0.058478686,0.580548,0.153385103,0.203706989
374,1264,3,2700,0.361966044,0.635799527,0.273833483,0.483541578,0.113877865,1.450624734,0.452859163,0.599211454
375,1294,2,1800,0.220993638,0.263127834,0.042134196,0.242060736,0.021067098,0.484121472,0.242060736,0.258914414
376,1295,2,1800,0.141153365,0.172335207,0.031181842,0.156744286,0.015590921,0.313488573,0.156744286,0.169217023
377,1297,3,2700,0.811763227,0.845269918,0.033506691,0.830353876,0.01392364,2.491061628,0.834028482,0.843021631
378,1298,4,3600,0.914461017,1.021689773,0.107228756,0.980399817,0.04031374,3.921599269,0.99272424,1.015547657
379,1299,3,2700,0.283018589,0.347476572,0.064457983,0.318939159,0.026827736,0.956817478,0.326322317,0.343245721
380,1333,2,1800,0.397559881,0.470099658,0.072539777,0.433829769,0.036269888,0.867659539,0.433829769,0.46284568
381,1335,2,1800,0.227401137,0.262289673,0.034888536,0.244845405,0.017444268,0.48969081,0.244845405,0.25880082
382,1340,3,2700,0.267055571,0.319444954,0.052389383,0.286740204,0.023285253,0.860220611,0.273720086,0.310299981
383,1341,3,2700,0.16987057,0.425284714,0.255414143,0.271747167,0.110486007,0.815241501,0.220086217,0.384245014
384,1364,4,3600,0.23784031,0.464960843,0.227120534,0.340277452,0.095627535,1.361109808,0.329154328,0.445739302
385,1367,3,2700,0.539872706,0.784787714,0.244915009,0.626844267,0.111873729,1.880532801,0.555872381,0.739004648
386,1398,3,2700,0.13040404,0.213151738,0.082747698,0.179821948,0.035645627,0.539465845,0.195910066,0.209703404
387,1400,3,2700,0.682662547,0.870960593,0.188298047,0.759770274,0.080561595,2.279310822,0.725687683,0.841906011
388,1401,3,2700,0.569631636,0.604931474,0.035299838,0.592625082,0.016272256,1.777875245,0.603312135,0.604607606
389,1413,3,2700,0.289997607,0.395238608,0.105241001,0.326555113,0.04860025,0.979665339,0.294429123,0.375076711
390,1423,3,2700,0.155960232,0.213009581,0.057049349,0.181128333,0.023769123,0.543384999,0.174415186,0.205290702
391,1425,3,2700,0.35732007,0.379114956,0.021794885,0.367843608,0.008913423,1.103530824,0.367095798,0.376711124
392,1807,3,2700,0.376292855,0.472311527,0.096018672,0.423165431,0.03923241,1.269496292,0.420891911,0.462027603
